t,d1,d2,d3
7.627,1.051,1.977,2.268
7.628,1.042,1.963,2.254
7.630,1.030,1.950,2.240
7.632,1.023,1.943,2.224
7.633,1.015,1.939,2.207
7.635,1.005,1.932,2.194
7.637,1.001,1.924,2.184
7.638,1.001,1.917,2.178
7.640,1.003,1.910,2.174
7.642,1.002,1.901,2.169
7.643,1.003,1.893,2.162
7.645,1.007,1.890,2.159
7.647,1.012,1.887,2.160
7.648,1.013,1.888,2.160
7.650,1.012,1.891,2.160
7.652,1.012,1.894,2.160
7.653,1.013,1.895,2.164
7.655,1.009,1.895,2.162
7.657,1.000,1.894,2.160
7.658,0.991,1.894,2.158
7.660,0.982,1.894,2.158
7.662,0.971,1.895,2.159
7.663,0.960,1.892,2.157
7.665,0.949,1.885,2.148
7.667,0.941,1.876,2.136
7.668,0.931,1.862,2.122
7.670,0.924,1.844,2.104
7.672,0.918,1.829,2.089
7.673,0.914,1.817,2.071
7.675,0.915,1.809,2.061
7.677,0.914,1.804,2.055
7.678,0.917,1.802,2.054
7.680,0.920,1.802,2.051
7.682,0.924,1.801,2.047
7.683,0.926,1.803,2.045
7.685,0.926,1.803,2.044
7.687,0.926,1.804,2.042
7.688,0.919,1.805,2.039
7.690,0.913,1.804,2.039
7.692,0.901,1.804,2.043
7.693,0.887,1.800,2.049
7.695,0.875,1.790,2.048
7.697,0.868,1.777,2.042
7.698,0.864,1.763,2.029
7.700,0.861,1.746,2.015
7.702,0.859,1.727,1.996
7.703,0.857,1.712,1.976
7.705,0.855,1.703,1.960
7.707,0.854,1.697,1.948
7.708,0.849,1.691,1.940
7.710,0.843,1.685,1.937
7.712,0.841,1.677,1.934
7.713,0.845,1.668,1.930
7.715,0.850,1.662,1.928
7.717,0.854,1.660,1.927
7.718,0.862,1.658,1.925
7.720,0.873,1.661,1.919
7.722,0.881,1.670,1.921
7.723,0.886,1.680,1.926
7.725,0.887,1.689,1.935
7.727,0.886,1.697,1.944
7.728,0.884,1.704,1.954
7.730,0.880,1.709,1.967
7.732,0.875,1.713,1.975
7.733,0.866,1.718,1.976
7.735,0.855,1.719,1.973
7.737,0.850,1.715,1.968
7.738,0.849,1.710,1.961
7.740,0.850,1.704,1.954
7.742,0.854,1.696,1.952
7.743,0.859,1.686,1.950
7.745,0.868,1.678,1.947
7.747,0.872,1.675,1.949
7.748,0.869,1.677,1.955
7.750,0.863,1.680,1.958
7.752,0.858,1.685,1.958
7.753,0.853,1.687,1.959
7.755,0.849,1.686,1.959
7.757,0.847,1.682,1.955
7.758,0.845,1.677,1.944
7.760,0.845,1.668,1.931
7.762,0.844,1.658,1.918
7.763,0.842,1.651,1.909
7.765,0.835,1.645,1.905
7.767,0.823,1.643,1.904
7.768,0.810,1.641,1.906
7.770,0.799,1.642,1.912
7.772,0.792,1.640,1.915
7.773,0.788,1.633,1.913
7.775,0.789,1.624,1.904
7.777,0.796,1.609,1.892
7.778,0.807,1.595,1.879
7.780,0.819,1.583,1.870
7.782,0.827,1.575,1.864
7.783,0.831,1.573,1.862
7.785,0.835,1.575,1.865
7.787,0.838,1.581,1.869
7.788,0.839,1.589,1.874
7.790,0.834,1.596,1.879
7.792,0.829,1.603,1.883
7.793,0.823,1.606,1.883
7.795,0.815,1.607,1.878
7.797,0.808,1.608,1.878
7.798,0.799,1.606,1.879
7.800,0.792,1.598,1.873
7.802,0.787,1.589,1.865
7.803,0.783,1.583,1.862
7.805,0.778,1.579,1.863
7.807,0.772,1.572,1.857
7.808,0.767,1.565,1.847
7.810,0.763,1.560,1.838
7.812,0.760,1.555,1.829
7.813,0.755,1.545,1.819
7.815,0.751,1.535,1.808
7.817,0.748,1.527,1.799
7.818,0.745,1.520,1.794
7.820,0.747,1.514,1.791
7.822,0.749,1.510,1.788
7.823,0.751,1.509,1.782
7.825,0.756,1.508,1.777
7.827,0.764,1.506,1.774
7.828,0.772,1.503,1.771
7.830,0.778,1.504,1.769
7.832,0.785,1.506,1.772
7.833,0.793,1.508,1.781
7.835,0.797,1.510,1.791
7.837,0.798,1.513,1.801
7.838,0.800,1.518,1.813
7.840,0.798,1.523,1.827
7.842,0.793,1.531,1.837
7.843,0.786,1.541,1.846
7.845,0.782,1.548,1.853
7.847,0.778,1.551,1.858
7.848,0.769,1.550,1.859
7.850,0.761,1.545,1.857
7.852,0.753,1.537,1.853
7.853,0.748,1.527,1.845
7.855,0.740,1.522,1.839
7.857,0.728,1.515,1.828
7.858,0.720,1.510,1.818
7.860,0.717,1.504,1.810
7.862,0.719,1.496,1.802
7.863,0.720,1.484,1.795
7.865,0.724,1.469,1.787
7.867,0.734,1.459,1.784
7.868,0.747,1.453,1.782
7.870,0.762,1.451,1.781
7.872,0.771,1.450,1.786
7.873,0.777,1.456,1.795
7.875,0.779,1.469,1.808
7.877,0.777,1.483,1.822
7.878,0.772,1.497,1.833
7.880,0.762,1.512,1.845
7.882,0.750,1.523,1.852
7.883,0.741,1.526,1.855
7.885,0.735,1.523,1.851
7.887,0.734,1.513,1.838
7.888,0.733,1.500,1.826
7.890,0.731,1.485,1.813
7.892,0.731,1.473,1.801
7.893,0.729,1.468,1.794
7.895,0.724,1.465,1.794
7.897,0.719,1.464,1.800
7.898,0.711,1.466,1.803
7.900,0.705,1.466,1.806
7.902,0.700,1.464,1.809
7.903,0.699,1.460,1.808
7.905,0.705,1.459,1.802
7.907,0.711,1.456,1.795
7.908,0.717,1.455,1.789
7.910,0.718,1.455,1.785
7.912,0.715,1.456,1.781
7.913,0.705,1.458,1.781
7.915,0.696,1.459,1.783
7.917,0.687,1.459,1.787
7.918,0.680,1.454,1.789
7.920,0.678,1.448,1.788
7.922,0.680,1.440,1.787
7.923,0.688,1.432,1.783
7.925,0.695,1.426,1.778
7.927,0.700,1.420,1.772
7.928,0.700,1.420,1.769
7.930,0.699,1.421,1.772
7.932,0.695,1.427,1.779
7.933,0.689,1.431,1.783
7.935,0.679,1.434,1.787
7.937,0.672,1.434,1.785
7.938,0.668,1.431,1.783
7.940,0.661,1.427,1.779
7.942,0.659,1.421,1.770
7.943,0.659,1.415,1.762
7.945,0.660,1.408,1.754
7.947,0.658,1.401,1.749
7.948,0.655,1.395,1.741
7.950,0.658,1.387,1.735
7.952,0.661,1.381,1.732
7.953,0.663,1.379,1.730
7.955,0.668,1.379,1.731
7.957,0.675,1.381,1.733
7.958,0.683,1.384,1.738
7.960,0.686,1.391,1.741
7.962,0.684,1.393,1.742
7.963,0.678,1.395,1.743
7.965,0.670,1.399,1.748
7.967,0.664,1.402,1.751
7.968,0.663,1.401,1.751
7.970,0.670,1.400,1.748
7.972,0.683,1.398,1.748
7.973,0.697,1.396,1.747
7.975,0.708,1.393,1.746
7.977,0.719,1.395,1.750
7.978,0.726,1.405,1.760
7.980,0.728,1.421,1.777
7.982,0.725,1.439,1.793
7.983,0.724,1.456,1.807
7.985,0.726,1.472,1.819
7.987,0.728,1.486,1.832
7.988,0.731,1.492,1.842
7.990,0.736,1.491,1.846
7.992,0.743,1.488,1.847
7.993,0.752,1.487,1.848
7.995,0.760,1.489,1.854
7.997,0.767,1.493,1.860
7.998,0.769,1.499,1.865
8.000,0.767,1.508,1.869
8.002,0.765,1.516,1.873
8.003,0.762,1.520,1.875
8.005,0.759,1.521,1.874
8.007,0.754,1.517,1.869
8.008,0.753,1.513,1.865
8.010,0.755,1.507,1.865
8.012,0.761,1.502,1.864
8.013,0.763,1.500,1.867
8.015,0.761,1.500,1.871
8.017,0.759,1.504,1.877
8.018,0.760,1.510,1.882
8.020,0.762,1.513,1.884
8.022,0.758,1.517,1.890
8.023,0.751,1.520,1.894
8.025,0.743,1.520,1.892
8.027,0.733,1.514,1.889
8.028,0.718,1.509,1.888
8.030,0.694,1.506,1.890
8.032,0.669,1.501,1.884
8.033,0.648,1.491,1.870
8.035,0.628,1.476,1.853
8.037,0.609,1.459,1.833
8.038,0.597,1.440,1.809
8.040,0.593,1.416,1.778
8.042,0.595,1.391,1.750
8.043,0.598,1.367,1.727
8.045,0.603,1.345,1.707
8.047,0.611,1.327,1.692
8.048,0.621,1.314,1.682
8.050,0.632,1.307,1.679
8.052,0.641,1.305,1.678
8.053,0.652,1.308,1.680
8.055,0.666,1.318,1.688
8.057,0.681,1.332,1.697
8.058,0.693,1.348,1.706
8.060,0.702,1.364,1.718
8.062,0.710,1.381,1.732
8.063,0.717,1.397,1.752
8.065,0.721,1.414,1.769
8.067,0.721,1.428,1.783
8.068,0.727,1.441,1.794
8.070,0.734,1.451,1.803
8.072,0.740,1.459,1.809
8.073,0.749,1.468,1.813
8.075,0.761,1.474,1.816
8.077,0.771,1.478,1.822
8.078,0.771,1.482,1.831
8.080,0.770,1.489,1.837
8.082,0.773,1.499,1.846
8.083,0.778,1.508,1.855
8.085,0.781,1.514,1.865
8.087,0.784,1.518,1.872
8.088,0.793,1.524,1.877
8.090,0.804,1.531,1.882
8.092,0.817,1.536,1.886
8.093,0.825,1.541,1.889
8.095,0.827,1.545,1.891
8.097,0.831,1.551,1.895
8.098,0.836,1.556,1.902
8.100,0.840,1.565,1.916
8.102,0.838,1.572,1.929
8.103,0.837,1.577,1.937
8.105,0.840,1.585,1.941
8.107,0.842,1.596,1.946
8.108,0.839,1.605,1.950
8.110,0.832,1.607,1.945
8.112,0.826,1.607,1.937
8.113,0.823,1.612,1.936
8.115,0.820,1.614,1.935
8.117,0.817,1.609,1.930
8.118,0.817,1.604,1.926
8.120,0.819,1.600,1.925
8.122,0.821,1.598,1.925
8.123,0.822,1.595,1.921
8.125,0.820,1.595,1.918
8.127,0.813,1.594,1.917
8.128,0.803,1.592,1.917
8.130,0.793,1.591,1.916
8.132,0.779,1.589,1.913
8.133,0.767,1.585,1.905
8.135,0.758,1.575,1.898
8.137,0.754,1.567,1.887
8.138,0.752,1.560,1.873
8.140,0.751,1.550,1.862
8.142,0.751,1.540,1.852
8.143,0.751,1.530,1.846
8.145,0.752,1.523,1.837
8.147,0.756,1.519,1.832
8.148,0.757,1.517,1.830
8.150,0.758,1.515,1.825
8.152,0.758,1.513,1.817
8.153,0.761,1.512,1.809
8.155,0.762,1.511,1.806
8.157,0.761,1.508,1.801
8.158,0.760,1.505,1.792
8.160,0.759,1.505,1.785
8.162,0.762,1.504,1.783
8.163,0.767,1.506,1.782
8.165,0.769,1.511,1.781
8.167,0.772,1.515,1.779
8.168,0.781,1.519,1.781
8.170,0.789,1.523,1.786
8.172,0.800,1.532,1.791
8.173,0.809,1.541,1.797
8.175,0.820,1.547,1.806
8.177,0.827,1.554,1.820
8.178,0.830,1.561,1.827
8.180,0.833,1.574,1.837
8.182,0.831,1.583,1.849
8.183,0.826,1.588,1.856
8.185,0.819,1.593,1.860
8.187,0.815,1.599,1.863
8.188,0.817,1.604,1.868
8.190,0.819,1.603,1.868
8.192,0.818,1.600,1.861
8.193,0.820,1.598,1.856
8.195,0.822,1.596,1.853
8.197,0.819,1.597,1.854
8.198,0.807,1.598,1.857
8.200,0.793,1.598,1.857
8.202,0.781,1.598,1.861
8.203,0.766,1.601,1.865
8.205,0.751,1.599,1.867
8.207,0.738,1.589,1.860
8.208,0.736,1.575,1.843
8.210,0.742,1.560,1.826
8.212,0.753,1.544,1.807
8.213,0.766,1.526,1.784
8.215,0.782,1.513,1.766
8.217,0.797,1.508,1.758
8.218,0.807,1.511,1.766
8.220,0.806,1.521,1.780
8.222,0.803,1.537,1.797
8.223,0.803,1.556,1.816
8.225,0.804,1.573,1.833
8.227,0.807,1.587,1.844
8.228,0.814,1.595,1.842
8.230,0.827,1.597,1.836
8.232,0.836,1.599,1.832
8.233,0.838,1.603,1.833
8.235,0.838,1.612,1.835
8.237,0.837,1.621,1.841
8.238,0.832,1.632,1.850
8.240,0.823,1.640,1.862
8.242,0.818,1.645,1.870
8.243,0.815,1.647,1.875
8.245,0.810,1.645,1.877
8.247,0.807,1.639,1.876
8.248,0.807,1.634,1.871
8.250,0.808,1.629,1.861
8.252,0.807,1.622,1.851
8.253,0.805,1.611,1.840
8.255,0.804,1.603,1.831
8.257,0.800,1.600,1.826
8.258,0.796,1.602,1.826
8.260,0.795,1.606,1.830
8.262,0.797,1.611,1.838
8.263,0.802,1.618,1.845
8.265,0.805,1.626,1.851
8.267,0.806,1.631,1.852
8.268,0.806,1.630,1.856
8.270,0.804,1.626,1.858
8.272,0.804,1.626,1.858
8.273,0.803,1.626,1.858
8.275,0.804,1.624,1.858
8.277,0.809,1.621,1.862
8.278,0.813,1.623,1.864
8.280,0.813,1.630,1.866
8.282,0.808,1.637,1.870
8.283,0.807,1.644,1.873
8.285,0.805,1.653,1.875
8.287,0.801,1.662,1.872
8.288,0.796,1.666,1.865
8.290,0.793,1.665,1.862
8.292,0.790,1.663,1.855
8.293,0.782,1.661,1.849
8.295,0.774,1.656,1.845
8.297,0.768,1.649,1.847
8.298,0.762,1.645,1.850
8.300,0.759,1.639,1.844
8.302,0.756,1.630,1.834
8.303,0.758,1.616,1.824
8.305,0.764,1.605,1.817
8.307,0.774,1.597,1.810
8.308,0.783,1.593,1.804
8.310,0.784,1.591,1.804
8.312,0.782,1.594,1.812
8.313,0.771,1.602,1.823
8.315,0.750,1.612,1.833
8.317,0.719,1.619,1.843
8.318,0.688,1.624,1.849
8.320,0.661,1.620,1.849
8.322,0.636,1.611,1.837
8.323,0.614,1.595,1.817
8.325,0.600,1.571,1.788
8.327,0.595,1.541,1.753
8.328,0.596,1.510,1.719
8.330,0.600,1.482,1.687
8.332,0.612,1.456,1.662
8.333,0.631,1.437,1.648
8.335,0.656,1.429,1.646
8.337,0.679,1.428,1.652
8.338,0.704,1.435,1.662
8.340,0.725,1.453,1.678
8.342,0.745,1.479,1.698
8.343,0.762,1.509,1.722
8.345,0.774,1.539,1.747
8.347,0.785,1.570,1.773
8.348,0.792,1.600,1.805
8.350,0.798,1.626,1.835
8.352,0.797,1.647,1.862
8.353,0.793,1.666,1.880
8.355,0.790,1.681,1.896
8.357,0.785,1.691,1.907
8.358,0.782,1.696,1.913
8.360,0.780,1.698,1.915
8.362,0.779,1.697,1.919
8.363,0.778,1.693,1.923
8.365,0.773,1.688,1.925
8.367,0.767,1.688,1.929
8.368,0.760,1.689,1.934
8.370,0.751,1.686,1.934
8.372,0.743,1.682,1.935
8.373,0.736,1.681,1.933
8.375,0.731,1.678,1.924
8.377,0.724,1.669,1.913
8.378,0.716,1.660,1.905
8.380,0.714,1.659,1.902
8.382,0.717,1.661,1.897
8.383,0.719,1.661,1.895
8.385,0.717,1.660,1.898
8.387,0.713,1.660,1.901
8.388,0.712,1.661,1.903
8.390,0.707,1.659,1.903
8.392,0.698,1.657,1.902
8.393,0.692,1.657,1.900
8.395,0.693,1.656,1.897
8.397,0.700,1.655,1.893
8.398,0.705,1.652,1.884
8.400,0.709,1.647,1.876
8.402,0.713,1.642,1.874
8.403,0.717,1.641,1.875
8.405,0.717,1.646,1.880
8.407,0.707,1.655,1.888
8.408,0.696,1.667,1.899
8.410,0.685,1.681,1.913
8.412,0.674,1.693,1.923
8.413,0.664,1.696,1.926
8.415,0.657,1.690,1.921
8.417,0.659,1.679,1.914
8.418,0.662,1.665,1.904
8.420,0.662,1.650,1.893
8.422,0.661,1.638,1.883
8.423,0.661,1.633,1.881
8.425,0.662,1.635,1.883
8.427,0.660,1.639,1.886
8.428,0.660,1.642,1.891
8.430,0.663,1.649,1.897
8.432,0.667,1.657,1.904
8.433,0.666,1.664,1.907
8.435,0.665,1.666,1.914
8.437,0.664,1.667,1.920
8.438,0.664,1.671,1.924
8.440,0.660,1.671,1.923
8.442,0.657,1.663,1.920
8.443,0.659,1.656,1.919
8.445,0.660,1.654,1.917
8.447,0.658,1.656,1.916
8.448,0.656,1.657,1.915
8.450,0.659,1.657,1.911
8.452,0.665,1.662,1.910
8.453,0.669,1.666,1.910
8.455,0.677,1.667,1.909
8.457,0.690,1.667,1.908
8.458,0.704,1.673,1.913
8.460,0.713,1.687,1.930
8.462,0.720,1.704,1.951
8.463,0.727,1.723,1.973
8.465,0.730,1.743,1.991
8.467,0.729,1.762,2.008
8.468,0.726,1.775,2.026
8.470,0.721,1.781,2.035
8.472,0.720,1.782,2.041
8.473,0.719,1.784,2.045
8.475,0.717,1.784,2.048
8.477,0.713,1.781,2.048
8.478,0.713,1.774,2.040
8.480,0.717,1.769,2.034
8.482,0.718,1.767,2.025
8.483,0.719,1.763,2.017
8.485,0.723,1.760,2.012
8.487,0.729,1.760,2.010
8.488,0.732,1.764,2.013
8.490,0.734,1.768,2.020
8.492,0.732,1.774,2.029
8.493,0.727,1.784,2.040
8.495,0.722,1.793,2.052
8.497,0.720,1.800,2.061
8.498,0.717,1.803,2.072
8.500,0.717,1.804,2.078
8.502,0.722,1.803,2.079
8.503,0.731,1.801,2.079
8.505,0.739,1.801,2.081
8.507,0.744,1.803,2.084
8.508,0.752,1.809,2.082
8.510,0.760,1.818,2.087
8.512,0.762,1.827,2.097
8.513,0.759,1.832,2.105
8.515,0.752,1.837,2.110
8.517,0.749,1.843,2.118
8.518,0.743,1.851,2.124
8.520,0.736,1.854,2.124
8.522,0.731,1.854,2.120
8.523,0.724,1.853,2.117
8.525,0.716,1.848,2.113
8.527,0.705,1.842,2.109
8.528,0.698,1.833,2.103
8.530,0.693,1.821,2.094
8.532,0.689,1.807,2.082
8.533,0.684,1.792,2.071
8.535,0.677,1.778,2.059
8.537,0.669,1.765,2.048
8.538,0.659,1.758,2.038
8.540,0.651,1.755,2.036
8.542,0.642,1.753,2.032
8.543,0.638,1.750,2.025
8.545,0.640,1.745,2.019
8.547,0.643,1.738,2.010
8.548,0.644,1.728,2.004
8.550,0.643,1.716,1.994
8.552,0.645,1.709,1.986
8.553,0.645,1.708,1.980
8.555,0.646,1.709,1.975
8.557,0.648,1.710,1.973
8.558,0.653,1.712,1.967
8.560,0.661,1.716,1.963
8.562,0.671,1.718,1.961
8.563,0.681,1.718,1.958
8.565,0.688,1.720,1.958
8.567,0.692,1.725,1.960
8.568,0.698,1.730,1.968
8.570,0.701,1.738,1.981
8.572,0.703,1.747,1.992
8.573,0.706,1.757,2.004
8.575,0.709,1.764,2.013
8.577,0.713,1.771,2.016
8.578,0.715,1.776,2.014
8.580,0.715,1.780,2.009
8.582,0.711,1.781,2.006
8.583,0.709,1.782,2.002
8.585,0.708,1.781,1.998
8.587,0.709,1.779,1.998
8.588,0.712,1.777,1.996
8.590,0.713,1.775,1.991
8.592,0.710,1.772,1.986
8.593,0.706,1.769,1.985
8.595,0.704,1.768,1.984
8.597,0.702,1.765,1.980
8.598,0.699,1.760,1.979
8.600,0.695,1.755,1.984
8.602,0.696,1.749,1.986
8.603,0.695,1.743,1.980
8.605,0.689,1.738,1.972
8.607,0.680,1.734,1.967
8.608,0.674,1.730,1.962
8.610,0.671,1.726,1.954
8.612,0.672,1.720,1.944
8.613,0.673,1.713,1.935
8.615,0.676,1.704,1.928
8.617,0.682,1.693,1.922
8.618,0.686,1.684,1.919
8.620,0.684,1.679,1.915
8.622,0.679,1.677,1.911
8.623,0.679,1.677,1.906
8.625,0.680,1.678,1.903
8.627,0.685,1.680,1.898
8.628,0.691,1.681,1.890
8.630,0.699,1.680,1.880
8.632,0.709,1.682,1.879
8.633,0.717,1.686,1.884
8.635,0.723,1.689,1.891
8.637,0.727,1.691,1.900
8.638,0.733,1.692,1.909
8.640,0.739,1.696,1.920
8.642,0.743,1.698,1.925
8.643,0.750,1.697,1.927
8.645,0.758,1.700,1.930
8.647,0.763,1.707,1.929
8.648,0.764,1.712,1.926
8.650,0.762,1.716,1.923
8.652,0.760,1.719,1.924
8.653,0.750,1.724,1.926
8.655,0.739,1.722,1.921
8.657,0.727,1.717,1.916
8.658,0.717,1.710,1.914
8.660,0.714,1.706,1.911
8.662,0.715,1.700,1.904
8.663,0.717,1.690,1.893
8.665,0.717,1.680,1.884
8.667,0.716,1.671,1.875
8.668,0.715,1.663,1.867
8.670,0.711,1.657,1.860
8.672,0.706,1.648,1.851
8.673,0.702,1.642,1.842
8.675,0.698,1.637,1.831
8.677,0.693,1.629,1.820
8.678,0.690,1.619,1.807
8.680,0.686,1.610,1.795
8.682,0.681,1.601,1.788
8.683,0.676,1.590,1.782
8.685,0.676,1.579,1.772
8.687,0.679,1.569,1.764
8.688,0.681,1.563,1.755
8.690,0.679,1.556,1.748
8.692,0.676,1.548,1.738
8.693,0.676,1.543,1.729
8.695,0.675,1.543,1.728
8.697,0.672,1.543,1.726
8.698,0.673,1.540,1.722
8.700,0.679,1.532,1.713
8.702,0.686,1.523,1.708
8.703,0.691,1.512,1.707
8.705,0.696,1.502,1.706
8.707,0.701,1.498,1.709
8.708,0.703,1.502,1.714
8.710,0.699,1.511,1.720
8.712,0.688,1.520,1.725
8.713,0.674,1.527,1.725
8.715,0.661,1.530,1.721
8.717,0.644,1.523,1.711
8.718,0.628,1.509,1.697
8.720,0.618,1.489,1.679
8.722,0.614,1.470,1.657
8.723,0.614,1.452,1.638
8.725,0.613,1.432,1.616
8.727,0.620,1.415,1.598
8.728,0.633,1.402,1.584
8.730,0.649,1.394,1.580
8.732,0.667,1.389,1.580
8.733,0.687,1.386,1.579
8.735,0.712,1.391,1.583
8.737,0.735,1.404,1.592
8.738,0.753,1.419,1.605
8.740,0.762,1.433,1.620
8.742,0.771,1.453,1.643
8.743,0.781,1.478,1.670
8.745,0.786,1.499,1.695
8.747,0.787,1.513,1.712
8.748,0.784,1.524,1.724
8.750,0.784,1.535,1.730
8.752,0.783,1.540,1.728
8.753,0.777,1.538,1.721
8.755,0.768,1.533,1.716
8.757,0.761,1.524,1.710
8.758,0.755,1.516,1.701
8.760,0.751,1.503,1.690
8.762,0.749,1.493,1.680
8.763,0.753,1.484,1.669
8.765,0.762,1.476,1.660
8.767,0.769,1.469,1.659
8.768,0.774,1.465,1.662
8.770,0.773,1.464,1.666
8.772,0.772,1.463,1.670
8.773,0.771,1.463,1.676
8.775,0.759,1.463,1.678
8.777,0.743,1.462,1.674
8.778,0.731,1.456,1.667
8.780,0.723,1.451,1.662
8.782,0.715,1.447,1.657
8.783,0.707,1.437,1.644
8.785,0.703,1.420,1.624
8.787,0.703,1.405,1.606
8.788,0.704,1.390,1.589
8.790,0.708,1.375,1.572
8.792,0.707,1.359,1.557
8.793,0.704,1.347,1.548
8.795,0.700,1.341,1.548
8.797,0.698,1.337,1.547
8.798,0.696,1.334,1.545
8.800,0.694,1.328,1.541
8.802,0.694,1.321,1.534
8.803,0.698,1.312,1.524
8.805,0.701,1.303,1.513
8.807,0.704,1.295,1.506
8.808,0.703,1.290,1.501
8.810,0.700,1.291,1.499
8.812,0.697,1.295,1.503
8.813,0.695,1.299,1.508
8.815,0.700,1.303,1.511
8.817,0.705,1.307,1.508
8.818,0.709,1.308,1.504
8.820,0.714,1.307,1.502
8.822,0.720,1.304,1.495
8.823,0.721,1.305,1.491
8.825,0.715,1.307,1.495
8.827,0.711,1.308,1.501
8.828,0.709,1.307,1.507
8.830,0.704,1.306,1.509
8.832,0.698,1.302,1.508
8.833,0.692,1.296,1.503
8.835,0.690,1.288,1.494
8.837,0.684,1.284,1.489
8.838,0.679,1.280,1.487
8.840,0.676,1.276,1.484
8.842,0.671,1.272,1.482
8.843,0.666,1.271,1.480
8.845,0.661,1.267,1.478
8.847,0.663,1.258,1.466
8.848,0.668,1.247,1.451
8.850,0.669,1.235,1.437
8.852,0.672,1.224,1.424
8.853,0.675,1.216,1.419
8.855,0.675,1.214,1.416
8.857,0.670,1.215,1.419
8.858,0.662,1.218,1.420
8.860,0.657,1.220,1.422
8.862,0.655,1.217,1.424
8.863,0.652,1.210,1.416
8.865,0.650,1.201,1.406
8.867,0.648,1.192,1.398
8.868,0.648,1.184,1.390
8.870,0.646,1.180,1.385
8.872,0.641,1.176,1.387
8.873,0.632,1.174,1.391
8.875,0.617,1.172,1.393
8.877,0.600,1.169,1.392
8.878,0.581,1.163,1.388
8.880,0.559,1.155,1.374
8.882,0.536,1.143,1.356
8.883,0.517,1.125,1.336
8.885,0.504,1.101,1.312
8.887,0.490,1.074,1.287
8.888,0.477,1.046,1.263
8.890,0.468,1.019,1.240
8.892,0.465,0.995,1.215
8.893,0.469,0.978,1.194
8.895,0.477,0.964,1.180
8.897,0.489,0.951,1.169
8.898,0.505,0.941,1.163
8.900,0.525,0.936,1.164
8.902,0.547,0.935,1.169
8.903,0.570,0.939,1.176
8.905,0.593,0.950,1.184
8.907,0.613,0.968,1.200
8.908,0.628,0.993,1.219
8.910,0.640,1.022,1.244
8.912,0.648,1.052,1.274
8.913,0.650,1.081,1.307
8.915,0.643,1.106,1.338
8.917,0.632,1.125,1.357
8.918,0.623,1.138,1.368
8.920,0.616,1.144,1.376
8.922,0.605,1.145,1.376
8.923,0.596,1.139,1.367
8.925,0.590,1.127,1.351
8.927,0.590,1.115,1.341
8.928,0.587,1.105,1.329
8.930,0.579,1.091,1.311
8.932,0.569,1.079,1.296
8.933,0.558,1.068,1.287
8.935,0.545,1.062,1.281
8.937,0.531,1.056,1.271
8.938,0.519,1.050,1.264
8.940,0.510,1.043,1.260
8.942,0.501,1.034,1.252
8.943,0.493,1.022,1.237
8.945,0.487,1.006,1.225
8.947,0.479,0.993,1.214
8.948,0.474,0.981,1.201
8.950,0.472,0.970,1.187
8.952,0.472,0.961,1.175
8.953,0.469,0.956,1.166
8.955,0.468,0.951,1.156
8.957,0.470,0.947,1.150
8.958,0.474,0.943,1.150
8.960,0.477,0.941,1.150
8.962,0.481,0.940,1.152
8.963,0.487,0.941,1.153
8.965,0.495,0.943,1.158
8.967,0.502,0.945,1.162
8.968,0.506,0.947,1.166
8.970,0.510,0.947,1.170
8.972,0.510,0.948,1.177
8.973,0.509,0.954,1.186
8.975,0.509,0.960,1.197
8.977,0.510,0.967,1.208
8.978,0.511,0.975,1.216
8.980,0.515,0.986,1.221
8.982,0.519,0.993,1.222
8.983,0.524,0.995,1.221
8.985,0.530,0.995,1.215
8.987,0.533,0.995,1.210
8.988,0.536,0.992,1.206
8.990,0.541,0.989,1.207
8.992,0.548,0.993,1.212
8.993,0.551,1.003,1.220
8.995,0.556,1.016,1.229
8.997,0.562,1.028,1.236
8.998,0.566,1.038,1.245
9.000,0.565,1.046,1.252
9.002,0.563,1.050,1.256
9.003,0.561,1.051,1.258
9.005,0.556,1.052,1.260
9.007,0.550,1.052,1.266
9.008,0.543,1.050,1.269
9.010,0.535,1.050,1.270
9.012,0.527,1.051,1.268
9.013,0.519,1.045,1.264
9.015,0.513,1.035,1.259
9.017,0.508,1.028,1.252
9.018,0.506,1.023,1.242
9.020,0.503,1.018,1.233
9.022,0.501,1.011,1.226
9.023,0.502,1.007,1.219
9.025,0.503,1.004,1.213
9.027,0.501,1.004,1.208
9.028,0.494,1.002,1.205
9.030,0.491,0.999,1.200
9.032,0.487,0.997,1.199
9.033,0.484,0.993,1.200
9.035,0.476,0.988,1.200
9.037,0.471,0.977,1.195
9.038,0.469,0.966,1.188
9.040,0.475,0.955,1.183
9.042,0.480,0.946,1.175
9.043,0.482,0.938,1.166
9.045,0.486,0.936,1.156
9.047,0.494,0.942,1.149
9.048,0.503,0.951,1.152
9.050,0.501,0.963,1.160
9.052,0.500,0.972,1.168
9.053,0.508,0.982,1.177
9.055,0.519,0.989,1.188
9.057,0.528,0.995,1.202
9.058,0.535,0.998,1.210
9.060,0.546,1.002,1.215
9.062,0.556,1.010,1.222
9.063,0.557,1.021,1.234
9.065,0.556,1.034,1.246
9.067,0.556,1.044,1.258
9.068,0.557,1.054,1.268
9.070,0.555,1.066,1.273
9.072,0.550,1.075,1.275
9.073,0.550,1.080,1.274
9.075,0.551,1.081,1.275
9.077,0.548,1.083,1.279
9.078,0.544,1.081,1.285
9.080,0.544,1.076,1.287
9.082,0.547,1.070,1.284
